name,annual_gross_gbp,season
Marvelous Nakamba,1560000,2019-2020
DeAndre Yedlin,1560000,2019-2020
Douglas Luiz,1560000,2019-2020
Jonas Lössl,1560000,2019-2020
Christian Atsu,1560000,2019-2020
Ignacio Pussetto,1720000,2019-2020
Rúben Vinagre,1560000,2019-2020
Roberto,1560000,2019-2020
Conor Hourihane,1560000,2019-2020
Glenn Murray,1560000,2019-2020
Andreas Pereira,1560000,2019-2020
Bartosz Kapustka,1560000,2019-2020
Christian Kabasele,1560000,2019-2020
Chris Mepham,1560000,2019-2020
Simon Francis,1560000,2019-2020
Jack Stacey,1600000,2019-2020
Lloyd Kelly,1600000,2019-2020
Lee Grant,1610000,2019-2020
Lewis Cook,1610000,2019-2020
Dale Stephens,1620000,2019-2020
Che Adams,1820000,2019-2020
Mason Greenwood,1500000,2019-2020
John McGinn,1300000,2019-2020
Scott Carson,1456000,2019-2020
Bernardo,1300000,2019-2020
Rob Holding,1300000,2019-2020
Phil Bardsley,1300000,2019-2020
Martin Kelly,1300000,2019-2020
Matthew Lowton,1300000,2019-2020
Junior Stanislas,1300000,2019-2020
Beram Kayal,1300000,2019-2020
Eldin Jakupovic,1300000,2019-2020
Charlie Taylor,1300000,2019-2020
Craig Cathcart,1300000,2019-2020
Kevin Long,1300000,2019-2020
Isaac Hayden,1300000,2019-2020
Solly March,1820000,2019-2020
Romain Saïss,1300000,2019-2020
Gaëtan Bong,1300000,2019-2020
Ahmed Elmohamady,1300000,2019-2020
Mason Holgate,1300000,2019-2020
Dominic Solanke,1450000,2019-2020
Grant Hanley,1300000,2019-2020
David Brooks,1430000,2019-2020
Diogo Dalot,1430000,2019-2020
Jonny Otto,1404000,2019-2020
Tyrone Mings,1380000,2019-2020
Javier Manquillo,1360000,2019-2020
Rob Elliot,1300000,2019-2020
Tim Krul,1300000,2019-2020
Yves Bissouma,1300000,2019-2020
Jack Robinson,1300000,2019-2020
Lys Mousset,1300000,2019-2020
Ravel Morrison,1300000,2019-2020
Pedro Neto,1300000,2019-2020
Tom Davies,1300000,2019-2020
Jota Peleteiro,1300000,2019-2020
Isaac Success,1820000,2019-2020
Ryan Fraser,2080000,2019-2020
José Holebas,1820000,2019-2020
Arnaut Danjuma,2080000,2019-2020
Jordon Ibe,2080000,2019-2020
Valentino Lazaro,2080000,2019-2020
Jack Cork,2080000,2019-2020
Allan Saint-Maximin,2080000,2019-2020
Florian Lejeune,2080000,2019-2020
Richairo Zivkovic,2080000,2019-2020
Ibrahim Amadou,2080000,2019-2020
Andrew Surman,2080000,2019-2020
Adam Smith,2080000,2019-2020
Neal Maupay,2080000,2019-2020
Ainsley Maitland-Niles,2080000,2019-2020
Willy Caballero,2080000,2019-2020
Mathew Ryan,2080000,2019-2020
Dan Gosling,2080000,2019-2020
Aaron Mooy,2080000,2019-2020
Kurt Zouma,2080000,2019-2020
Ryan Fredericks,2080000,2019-2020
Robert Snodgrass,2080000,2019-2020
Mattéo Guendouzi,2080000,2019-2020
Fabián Balbuena,2100000,2019-2020
Arthur Masuaku,2184000,2019-2020
Étienne Capoue,2184000,2019-2020
Frédéric Guilbert,2250000,2019-2020
Angus Gunn,2340000,2019-2020
Sander Berge,2340000,2019-2020
Patrick Roberts,2340000,2019-2020
Sung-yong Ki,2340000,2019-2020
Martin Dubravka,2340000,2019-2020
Mbwana Samatta,2340000,2019-2020
Jan Bednarek,1300000,2019-2020
