name,annual_gross_gbp,season
Riyad Mahrez,6240000,2021-22
Alphonse Areola,6240000,2021-22
Andrii Yarmolenko,5980000,2021-22
Martin Ødegaard,5980000,2021-22
André Gomes,5840000,2021-22
Dejan Kulusevski,5720000,2021-22
Jorginho,5720000,2021-22
Kieran Tierney,5720000,2021-22
James Maddison,5720000,2021-22
Thiago Silva,5720000,2021-22
Ederson,5200000,2021-22
Hugo Lloris,5200000,2021-22
João Moutinho,5200000,2021-22
Sadio Mané,5200000,2021-22
Bernd Leno,5200000,2021-22
James Ward-Prowse,5200000,2021-22
Leon Bailey,5200000,2021-22
Antonio Rüdiger,5200000,2021-22
Rodrigo,5200000,2021-22
Raúl Jiménez,5200000,2021-22
Sead Kolasinac,5200000,2021-22
Reece James,5200000,2021-22
Dean Henderson,5200000,2021-22
Dele Alli,5200000,2021-22
Mateo Kovacic,5200000,2021-22
Joel Matip,5200000,2021-22
Kieran Trippier,5200000,2021-22
Hakim Ziyech,5200000,2021-22
Marcos Alonso,5200000,2021-22
Jordan Pickford,5200000,2021-22
Gylfi Sigurdsson,5200000,2021-22
Dele Alli,5200000,2021-22
Pierre-Emile Höjbjerg,5200000,2021-22
Dominic Calvert-Lewin,5200000,2021-22
Jonny Evans,5200000,2021-22
Ross Barkley,5000000,2021-22
Alex Telles,4840000,2021-22
Diogo Jota,4680000,2021-22
Lucas Moura,4680000,2021-22
Benjamin Mendy,4680000,2021-22
Odsonne Edouard,4680000,2021-22
Fraser Forster,4680000,2021-22
Nathan Aké,4680000,2021-22
Gabriel Jesus,4680000,2021-22
Adam Lallana,4680000,2021-22
Richarlison,4680000,2021-22
Aaron Wan-Bissaka,4680000,2021-22
Lucas Digne,4680000,2021-22
Pablo Marí,4420000,2021-22
Eric Dier,4420000,2021-22
Joelinton,4420000,2021-22
Michail Antonio,4420000,2021-22
Fabian Delph,4160000,2021-22
Nélson Semedo,4160000,2021-22
Chris Wood,4160000,2021-22
Eric Bailly,4160000,2021-22
Matty Cash,4160000,2021-22
Tyrone Mings,4160000,2021-22
Fábio Silva,4160000,2021-22
Moussa Sissoko,4160000,2021-22
Andreas Christensen,4160000,2021-22
Mason Mount,4160000,2021-22
Joachim Andersen,4160000,2021-22
Nathaniel Clyne,4160000,2021-22
Michael Keane,4160000,2021-22
Salomón Rondón,4160000,2021-22
Ryan Bertrand,4160000,2021-22
Kelechi Iheanacho,4160000,2021-22
Boubakary Soumaré,4160000,2021-22
Joe Willock,4160000,2021-22
Bertrand Traoré,4050000,2021-22
Patson Daka,3900000,2021-22
Jean-Philippe Gbamin,3900000,2021-22
Phil Jones,3900000,2021-22
Luka Milivojevic,3900000,2021-22
Lewis Dunk,3900000,2021-22
Steven Bergwijn,3900000,2021-22
Vicente Guaita,3900000,2021-22
Theo Walcott,3900000,2021-22
Wilfred Ndidi,3900000,2021-22
Douglas Luiz,3900000,2021-22
Emiliano Buendía,3900000,2021-22
Takumi Minamino,3900000,2021-22
Cédric Soares,3900000,2021-22
Mason Greenwood,3900000,2021-22
Jesse Lingard,3900000,2021-22
Ben Godfrey,3900000,2021-22
Rodrigo Bentancur,3900000,2021-22
Leander Dendoncker,3900000,2021-22
Ollie Watkins,3900000,2021-22
Joe Gomez,3900000,2021-22
Giovani Lo Celso,3640000,2021-22
Alex Iwobi,3640000,2021-22
Gabriel Martinelli,3640000,2021-22
Mason Holgate,3640000,2021-22
Allan Saint-Maximin,3640000,2021-22
Allan,3640000,2021-22
Manuel Lanzini,3640000,2021-22
Nikola Vlasic,3640000,2021-22
Jacob Ramsey,3640000,2021-22
Angelo Ogbonna,3640000,2021-22
Ricardo Pereira,3640000,2021-22
Jannik Vestergaard,3640000,2021-22
Ibrahima Konaté,3640000,2021-22
Bukayo Saka,3640000,2021-22
Winston Reid,3640000,2021-22
Jonjo Shelvey,3640000,2021-22
Patrick Bamford,3640000,2021-22
Davinson Sánchez,3380000,2021-22
Pablo Fornals,3380000,2021-22
Oriol Romeu,3380000,2021-22
Matt Doherty,3380000,2021-22
Tomas Soucek,3380000,2021-22
Cheikhou Kouyaté,3380000,2021-22
Timothy Castagne,3380000,2021-22
Lukasz Fabianski,3380000,2021-22
Brandon Williams,3380000,2021-22
Nathaniel Phillips,3380000,2021-22
Stuart Armstrong,3380000,2021-22
Raphinha,3300000,2021-22
Ismaïla Sarr,3280000,2021-22
Scott McTominay,3120000,2021-22
Issa Diop,3120000,2021-22
Jarrod Bowen,3120000,2021-22
Phil Foden,3120000,2021-22
Adrián,3120000,2021-22
Divock Origi,3120000,2021-22
Declan Rice,3120000,2021-22
Nathan Redmond,3120000,2021-22
Shane Long,3120000,2021-22
Ben Davies,3120000,2021-22
Daniel Podence,3120000,2021-22
Loris Karius,3120000,2021-22
Mohamed Elyounoussi,3120000,2021-22
Jan Bednarek,3120000,2021-22
Ozan Kabak,3120000,2021-22
Cenk Tosun,3120000,2021-22
Danny Rose,3120000,2021-22
Aaron Ramsdale,3120000,2021-22
Junior Firpo,3120000,2021-22
Dwight Gayle,3120000,2021-22
Vitaliy Mykolenko,3016000,2021-22
Luis Díaz,2912000,2021-22
Moussa Djenepo,2860000,2021-22
Danny Welbeck,2860000,2021-22
Takehiro Tomiyasu,2860000,2021-22
Seamus Coleman,2860000,2021-22
Ryan Sessegnon,2860000,2021-22
John McGinn,2860000,2021-22
Adam Armstrong,2860000,2021-22
Edouard Mendy,2860000,2021-22
Saïd Benrahma,2860000,2021-22
Conor Coady,2860000,2021-22
Emil Krafth,2860000,2021-22
Jairo Riedewald,2860000,2021-22
Adama Traoré,2860000,2021-22
Ibrahima Diallo,2860000,2021-22
James McArthur,2860000,2021-22
Ben Mee,2860000,2021-22
Adam Webster,2860000,2021-22
Nampalys Mendy,2860000,2021-22
Willy Boly,2860000,2021-22
Sergio Reguilón,2756000,2021-22
Trezeguet,2730000,2021-22
Jean-Philippe Mateta,2600000,2021-22
Chris Wood,2600000,2021-22
Marc Cucurella,2600000,2021-22
Daniel James,2600000,2021-22
Maxwel Cornet,2600000,2021-22
Jack Harrison,2600000,2021-22
Rúben Neves,2600000,2021-22
Albert Sambi Lokonga,2600000,2021-22
Alex McCarthy,2600000,2021-22
Ashley Young,2600000,2021-22
Konstantinos Tsimikas,2600000,2021-22
Mark Noble,2600000,2021-22
Pedro Neto,2600000,2021-22
Harry Winks,2600000,2021-22
James Tomkins,2600000,2021-22
Pascal Groß,2600000,2021-22
James Tarkowski,2600000,2021-22
Jeffrey Schlupp,2600000,2021-22
Gabriel Magalhães,2600000,2021-22
Marc Guehi,2600000,2021-22
Mohamed Elneny,2600000,2021-22
Aaron Cresswell,2600000,2021-22
Calum Chambers,2600000,2021-22
Calum Chambers,2600000,2021-22
Axel Tuanzebe,2600000,2021-22
Erik Pieters,2500000,2021-22
Federico Fernández,2460000,2021-22
Ferran Torres,2400000,2021-22
Zack Steffen,2392000,2021-22
Callum Wilson,2392000,2021-22
Eddie Nketiah,2340000,2021-22
Milot Rashica,2340000,2021-22
Tom Heaton,2340000,2021-22
Bryan Mbeumo,2340000,2021-22
Matt Ritchie,2340000,2021-22
Asmir Begovic,2340000,2021-22
Caglar Söyüncü,2340000,2021-22
Jürgen Locadia,2340000,2021-22
Stuart Dallas,2340000,2021-22
Keinan Davis,2340000,2021-22
Jamal Lewis,2340000,2021-22
Jack Stephens,2340000,2021-22
Marc Albrighton,2340000,2021-22
Michael Olise,2340000,2021-22
Tom Cleverley,2340000,2021-22
Craig Dawson,2340000,2021-22
Ayoze Pérez,2340000,2021-22
Morgan Sanson,2340000,2021-22
Lewis Baker,2250000,2021-22
Ryan Fraser,2184000,2021-22
Miguel Almirón,2184000,2021-22
Ki-Jana Hoever,2100000,2021-22
Martin Dubravka,2080000,2021-22
Leandro Trossard,2080000,2021-22
Joël Veltman,2080000,2021-22
Andros Townsend,2080000,2021-22
Oliver Skipp,2080000,2021-22
Ben Gibson,2080000,2021-22
Rob Holding,2080000,2021-22
Diego Llorente,2080000,2021-22
Shane Duffy,2080000,2021-22
Jamaal Lascelles,2080000,2021-22
Fabian Schär,2080000,2021-22
Robin Koch,2080000,2021-22
Danny Ward,2080000,2021-22
Charly Musonda Jr,2080000,2021-22
Harvey Barnes,2080000,2021-22
Tyrick Mitchell,2080000,2021-22
Emile Smith Rowe,2080000,2021-22
Solly March,2080000,2021-22
Arthur Masuaku,2080000,2021-22
Josh Brownhill,2080000,2021-22
Ashley Barnes,2080000,2021-22
Emerson,2080000,2021-22
Ryan Fredericks,2080000,2021-22
Bryan Gil,2080000,2021-22
Ademola Lookman,2040000,2021-22
Joshua King,2040000,2021-22
Oskar Buur,2000000,2021-22
Jack Cork,1980000,2021-22
Dale Stephens,1950000,2021-22
Ashley Westwood,1870000,2021-22
Tudor Baluta,1830000,2021-22
Marçal,1820000,2021-22
Jonny Otto,1820000,2021-22
Javier Manquillo,1820000,2021-22
Joel Ward,1820000,2021-22
Jordan Ayew,1820000,2021-22
Will Hughes,1820000,2021-22
Youri Tielemans,1820000,2021-22
Ciaran Clark,1820000,2021-22
Jacob Murphy,1820000,2021-22
Jeff Hendrick,1820000,2021-22
Matt Targett,1820000,2021-22
Paul Dummett,1820000,2021-22
Lyanco,1820000,2021-22
Dan Gosling,1820000,2021-22
Darren Randolph,1820000,2021-22
Vladimir Coufal,1820000,2021-22
Jack Butland,1820000,2021-22
Trevoh Chalobah,1820000,2021-22
Marcus Bettinelli,1820000,2021-22
Matej Vydra,1820000,2021-22
Jay Rodríguez,1820000,2021-22
Tariq Lamptey,1820000,2021-22
Neal Maupay,1820000,2021-22
Rico Henry,1820000,2021-22
Kristoffer Ajer,1820000,2021-22
Christian Nörgaard,1820000,2021-22
Matt Targett,1820000,2021-22
Ainsley Maitland-Niles,1820000,2021-22
Wout Weghorst,1820000,2021-22
Ozan Tufan,1720000,2021-22
Pierre Lees-Melou,1620000,2021-22
Anwar El Ghazi,1610000,2021-22
Anwar El Ghazi,1610000,2021-22
Enock Mwepu,1600000,2021-22
Jack Clarke,1600000,2021-22
Jóhann Berg Gudmundsson,1560000,2021-22
Karl Darlow,1560000,2021-22
Hee-chan Hwang,1560000,2021-22
Christian Eriksen,1560000,2021-22
Conor Gallagher,1560000,2021-22
Folarin Balogun,1560000,2021-22
Lee Grant,1560000,2021-22
Illan Meslier,1560000,2021-22
Ezri Konsa,1560000,2021-22
Kalvin Phillips,1560000,2021-22
Christian Kabasele,1560000,2021-22
Filip Benkovic,1560000,2021-22
Grant Hanley,1560000,2021-22
James Justin,1560000,2021-22
Nick Pope,1560000,2021-22
Marvelous Nakamba,1560000,2021-22
Alexis Mac Allister,1560000,2021-22
Romain Perraud,1560000,2021-22
Eberechi Eze,1560000,2021-22
Vitaly Janelt,1560000,2021-22
Ché Adams,1560000,2021-22
Sam Byram,1560000,2021-22
Ben Foster,1560000,2021-22
Haydon Roberts,1520000,2021-22
Amad Diallo,1500000,2021-22
Nathan Patterson,1456000,2021-22
Adam Masina,1450000,2021-22
Imrân Louza,1430000,2021-22
William Troost-Ekong,1430000,2021-22
Nuno Tavares,1404000,2021-22
Hassane Kamara,1380000,2021-22
Connor Roberts,1360000,2021-22
Neco Williams,1300000,2021-22
Phil Bardsley,1300000,2021-22
Tim Krul,1300000,2021-22
Todd Cantwell,1300000,2021-22
Kiko Femenía,1300000,2021-22
Nathan Ferguson,1300000,2021-22
Martin Kelly,1300000,2021-22
Kenedy,1300000,2021-22
Matthew Lowton,1300000,2021-22
Demarai Gray,1300000,2021-22
Charlie Taylor,1300000,2021-22
Yves Bissouma,1300000,2021-22
Robert Sánchez,1300000,2021-22
Teemu Pukki,1300000,2021-22
Kenny McLean,1300000,2021-22
Liam Cooper,1300000,2021-22
Mohammed Salisu,1300000,2021-22
Japhet Tanganga,1300000,2021-22
Pierluigi Gollini,1300000,2021-22
Scott Carson,1300000,2021-22
Mateusz Klich,1300000,2021-22
Diogo Dalot,1300000,2021-22
Sergi Canós,1300000,2021-22
José Sá,1300000,2021-22
David Raya,1300000,2021-22
Tom Davies,1300000,2021-22
Frank Onyeka,1300000,2021-22
Angus Gunn,1300000,2021-22
Pontus Jansson,1300000,2021-22
Nicolas N&#39;Koulou,1280000,2021-22
Craig Cathcart,1220000,2021-22
Eldin Jakupovic,1200000,2021-22
Kevin Long,1200000,2021-22
Aaron Connolly,1200000,2021-22
Lukas Rupp,1170000,2021-22
Max Aarons,1170000,2021-22
Juraj Kucka,1150000,2021-22
Romain Saïss,1140000,2021-22
Isaac Hayden,1140000,2021-22
Harry Lewis,1100000,2021-22
Alex Kral,1080000,2021-22
Mathias Normann,1060000,2021-22
Oleksandr Zinchenko,1040000,2021-22
Cole Palmer,1040000,2021-22
Jed Steer,1040000,2021-22
Wayne Hennessey,1040000,2021-22
Luke Ayling,1040000,2021-22
Pascal Struijk,1040000,2021-22
Mathias Jensen,1040000,2021-22
Robin Olsen,1040000,2021-22
Adam Forshaw,1040000,2021-22
Kyle Walker-Peters,1040000,2021-22
Ivan Toney,1040000,2021-22
Kjell Scherpen,1040000,2021-22
Joshua Da Silva,1040000,2021-22
Ben Johnson,1040000,2021-22
Daniel Amartey,1040000,2021-22
Tahith Chong,1040000,2021-22
Yoane Wissa,1040000,2021-22
Christoph Zimmermann,1010000,2021-22
Christos Tzolis,1000000,2021-22
Wesley Fofana,1000000,2021-22
Dan Burn,1000000,2021-22
Jaroslaw Jach,910000,2021-22
Marc Navarro,910000,2021-22
Will Smallbone,900000,2021-22
Willy Caballero,890000,2021-22
Michael McGovern,880000,2021-22
Cucho Hernández,870000,2021-22
Oghenekaro Etebo,860000,2021-22
Rob Elliot,850000,2021-22
Ethan Pinnock,780000,2021-22
Bruno Jordão,780000,2021-22
Harvey Elliott,780000,2021-22
Joel Valencia,780000,2021-22
Shandon Baptiste,780000,2021-22
Ken Sema,780000,2021-22
Emmanuel Dennis,780000,2021-22
Ashley Fletcher,780000,2021-22
Zanka,780000,2021-22
Dan Burn,780000,2021-22
Jason Steele,780000,2021-22
Moisés Caicedo,780000,2021-22
Steven Alzate,780000,2021-22
Taylor Richards,780000,2021-22
Jarrad Branthwaite,780000,2021-22
Jonjoe Kenny,780000,2021-22
Freddie Woodman,780000,2021-22
Max Kilman,780000,2021-22
Saman Ghoddos,780000,2021-22
Edo Kayembe,770000,2021-22
Samuel Kalu,730000,2021-22
Kayky,700000,2021-22
João Pedro,650000,2021-22
Nathan Tella,650000,2021-22
Josh Sargent,630000,2021-22
Andrew Omobamidele,630000,2021-22
Samir,610000,2021-22
Luke Cundle,600000,2021-22
Aaron Lennon,550000,2021-22
Chiquinho,520000,2021-22
Jacob Lungi Sörensen,520000,2021-22
Rayan Aït-Nouri,520000,2021-22
Curtis Jones,520000,2021-22
Jakub Moder,520000,2021-22
Andy Lonergan,520000,2021-22
Kristoffer Klaesson,520000,2021-22
Anthony Gordon,520000,2021-22
Matija Sarkic,520000,2021-22
Caoimhin Kelleher,520000,2021-22
Mads Roerslev Rasmussen,520000,2021-22
Mads Bidstrup,520000,2021-22
Álvaro Fernández,520000,2021-22
Luke Thomas,520000,2021-22
Mark Gillespie,520000,2021-22
Kiernan Dewsbury-Hall,520000,2021-22
Nathan Collins,520000,2021-22
Rhys Williams,520000,2021-22
Joe Rodon,500000,2021-22
Francisco Sierralta,490000,2021-22
Kortney Hause,420000,2021-22
Sam McQueen,420000,2021-22
David Martin,416000,2021-22
Charlie Goode,416000,2021-22
Yerson Mosquera,416000,2021-22
Tino Livramento,416000,2021-22
Kieran Dowell,390000,2021-22
Dimitrios Giannoulis,390000,2021-22
Hamza Choudhury,390000,2021-22
Armando Broja,340000,2021-22
Przemyslaw Placheta,320000,2021-22
Julian Jeanvier,320000,2021-22
John Ruddy,300000,2021-22
Will Norris,300000,2021-22
Fin Stevens,280000,2021-22
Remi Matthews,280000,2021-22
Billy Gilmour,260000,2021-22
Tariqe Fosu,260000,2021-22
Rocky Bushiri,260000,2021-22
Myles Peart-Harris,260000,2021-22
Marcus Forss,260000,2021-22
Toti Gomes,260000,2021-22
Brandon Austin,260000,2021-22
Dwight McNeil,260000,2021-22
Anthony Elanga,260000,2021-22
Joe Gelhardt,260000,2021-22
Crysencio Summerville,260000,2021-22
Adam Idah,260000,2021-22
Luka Racic,260000,2021-22
Billy Arce,250000,2021-22
Mads Bech Sörensen,210000,2021-22
Tyler Roberts,180000,2021-22
Dominic Thompson,180000,2021-22
Ellery Balcombe,170000,2021-22
Daniel Bachmann,170000,2021-22
Jan Zamburek,160000,2021-22
Jeremy Ngakia,130000,2021-22
Santiago Muñoz,120000,2021-22
Bali Mumba,120000,2021-22
Charlie Cresswell,110000,2021-22
Sam Greenwood,104000,2021-22
Yan Valery,100000,2021-22
Yaser Asprilla,100000,2021-22
Jonas Lössl,90000,2021-22
Carney Chukwuemeka,80000,2021-22
Arthur Okonkwo,80000,2021-22
Jamie Shackleton,80000,2021-22
Sean Longstaff,52000,2021-22
Kwadwo Baah,50000,2021-22
Liam McCarron,40000,2021-22
Flynn Clarke,40000,2021-22
Thierry Small,20800,2021-22
Gareth Bale,31200000,2020-21
Kevin De Bruyne,20800000,2020-21
David de Gea,19500000,2020-21
Mesut Özil,18200000,2020-21
Raheem Sterling,15600000,2020-21
N&#39;Golo Kanté,15080000,2020-21
Paul Pogba,15080000,2020-21
Timo Werner,14040000,2020-21
Pierre-Emerick Aubameyang,13000000,2020-21
Anthony Martial,13000000,2020-21
Edinson Cavani,13000000,2020-21
Kai Havertz,13000000,2020-21
Sergio Agüero,11970000,2020-21
Marcus Rashford,10400000,2020-21
Thiago,10400000,2020-21
Mohamed Salah,10400000,2020-21
Harry Kane,10400000,2020-21
Tanguy Ndombélé,10400000,2020-21
Thomas Partey,10400000,2020-21
Harry Maguire,9880000,2020-21
Ben Chilwell,9880000,2020-21
Alexandre Lacazette,9470000,2020-21
Bruno Fernandes,9360000,2020-21
Roberto Firmino,9360000,2020-21
Virgil van Dijk,9360000,2020-21
Callum Hudson-Odoi,9360000,2020-21
Kyle Walker,8320000,2020-21
Juan Mata,8320000,2020-21
Christian Pulisic,7800000,2020-21
Fernandinho,7800000,2020-21
Bernardo Silva,7800000,2020-21
Kepa,7800000,2020-21
César Azpilicueta,7800000,2020-21
Luke Shaw,7800000,2020-21
Ilkay Gündogan,7280000,2020-21
Heung-min Son,7280000,2020-21
Jamie Vardy,7280000,2020-21
James Milner,7280000,2020-21
Willian,7200000,2020-21
Wilfried Zaha,6760000,2020-21
Kasper Schmeichel,6760000,2020-21
Max Meyer,6500000,2020-21
Odion Ighalo,6500000,2020-21
Rodri,6300000,2020-21
Riyad Mahrez,6240000,2020-21
Aymeric Laporte,6240000,2020-21
Naby Keïta,6240000,2020-21
Alex Oxlade-Chamberlain,6240000,2020-21
Abdoulaye Doucouré,6240000,2020-21
Donny van de Beek,6240000,2020-21
Bernard,6240000,2020-21
Fred,6240000,2020-21
Yerry Mina,6240000,2020-21
Ruben Loftus-Cheek,6240000,2020-21
Victor Lindelöf,6240000,2020-21
Christian Benteke,6240000,2020-21
Nemanja Matic,6240000,2020-21
Dani Ceballos,6240000,2020-21
Andrii Yarmolenko,5980000,2020-21
André Gomes,5840000,2020-21
Héctor Bellerín,5720000,2020-21
Thiago Silva,5720000,2020-21
James Maddison,5720000,2020-21
Olivier Giroud,5720000,2020-21
Jorginho,5720000,2020-21
Kieran Tierney,5720000,2020-21
Jack Grealish,5460000,2020-21
David Luiz,5250000,2020-21
Sead Kolasinac,5200000,2020-21
Hakim Ziyech,5200000,2020-21
Nicolas Pépé,5200000,2020-21
Danny Drinkwater,5200000,2020-21
Antonio Rüdiger,5200000,2020-21
Rodrigo,5200000,2020-21
John Stones,5200000,2020-21
Mamadou Sakho,5200000,2020-21
Sadio Mané,5200000,2020-21
Dele Alli,5200000,2020-21
Jordan Henderson,5200000,2020-21
Joel Matip,5200000,2020-21
Fabinho,5200000,2020-21
Dominic Calvert-Lewin,5200000,2020-21
Bernd Leno,5200000,2020-21
Raúl Jiménez,5200000,2020-21
Dean Henderson,5200000,2020-21
Jonny Evans,5200000,2020-21
Hugo Lloris,5200000,2020-21
Gylfi Sigurdsson,5200000,2020-21
João Moutinho,5200000,2020-21
Granit Xhaka,5200000,2020-21
Jordan Pickford,5200000,2020-21
Reece James,5200000,2020-21
Pierre-Emile Höjbjerg,5200000,2020-21
Marcos Alonso,5200000,2020-21
Mateo Kovacic,5200000,2020-21
Rui Patrício,5200000,2020-21
Ross Barkley,5000000,2020-21
Alex Telles,4840000,2020-21
Sokratis,4780000,2020-21
James Rodríguez,4680000,2020-21
Lucas Digne,4680000,2020-21
Lucas Moura,4680000,2020-21
Rúben Dias,4680000,2020-21
Richarlison,4680000,2020-21
Fraser Forster,4680000,2020-21
Michy Batshuayi,4680000,2020-21
Alisson,4680000,2020-21
Shkodran Mustafi,4680000,2020-21
Benjamin Mendy,4680000,2020-21
Diogo Jota,4680000,2020-21
Gabriel Jesus,4680000,2020-21
Nathan Aké,4680000,2020-21
Aaron Wan-Bissaka,4680000,2020-21
Adam Lallana,4680000,2020-21
Abdul Rahman Baba,4472000,2020-21
Joelinton,4420000,2020-21
Pablo Marí,4420000,2020-21
Eric Dier,4420000,2020-21
Toby Alderweireld,4160000,2020-21
Michael Keane,4160000,2020-21
Andreas Christensen,4160000,2020-21
João Cancelo,4160000,2020-21
Nélson Semedo,4160000,2020-21
Erik Lamela,4160000,2020-21
Fábio Silva,4160000,2020-21
Xherdan Shaqiri,4160000,2020-21
Nathaniel Clyne,4160000,2020-21
Mason Mount,4160000,2020-21
Tyrone Mings,4160000,2020-21
Martin Ødegaard,4160000,2020-21
Fabian Delph,4160000,2020-21
Kelechi Iheanacho,4160000,2020-21
Marcos Rojo,4160000,2020-21
Eric Bailly,4160000,2020-21
Moussa Sissoko,4160000,2020-21
Islam Slimani,4160000,2020-21
Bertrand Traoré,4050000,2020-21
Cengiz Ünder,4030000,2020-21
Wilfred Ndidi,3900000,2020-21
Takumi Minamino,3900000,2020-21
Leander Dendoncker,3900000,2020-21
Ollie Watkins,3900000,2020-21
Lewis Dunk,3900000,2020-21
Takumi Minamino,3900000,2020-21
Danny Ings,3900000,2020-21
Joe Gomez,3900000,2020-21
Georginio Wijnaldum,3900000,2020-21
Sébastien Haller,3900000,2020-21
Dennis Praet,3900000,2020-21
Jesse Lingard,3900000,2020-21
Andy Carroll,3900000,2020-21
Cédric Soares,3900000,2020-21
Emerson,3900000,2020-21
Mason Greenwood,3900000,2020-21
Steven Bergwijn,3900000,2020-21
Phil Jones,3900000,2020-21
Theo Walcott,3900000,2020-21
Yannick Bolasie,3900000,2020-21
Ben Godfrey,3900000,2020-21
Luka Milivojevic,3900000,2020-21
Jean-Philippe Gbamin,3900000,2020-21
Vicente Guaita,3900000,2020-21
Jesse Lingard,3900000,2020-21
Allan,3640000,2020-21
Gabriel Martinelli,3640000,2020-21
Serge Aurier,3640000,2020-21
Manuel Lanzini,3640000,2020-21
Angelo Ogbonna,3640000,2020-21
Giovani Lo Celso,3640000,2020-21
Michail Antonio,3640000,2020-21
Allan Saint-Maximin,3640000,2020-21
Jonjo Shelvey,3640000,2020-21
Seamus Coleman,3640000,2020-21
Ricardo Pereira,3640000,2020-21
Sergio Romero,3640000,2020-21
Bukayo Saka,3640000,2020-21
Alex Iwobi,3640000,2020-21
Mason Holgate,3640000,2020-21
Charlie Austin,3640000,2020-21
André Zambo Anguissa,3484000,2020-21
Cheikhou Kouyaté,3380000,2020-21
Matty Cash,3380000,2020-21
Tomas Soucek,3380000,2020-21
Pablo Fornals,3380000,2020-21
Lukasz Fabianski,3380000,2020-21
Gary Cahill,3380000,2020-21
Oriol Romeu,3380000,2020-21
Matt Doherty,3380000,2020-21
Nathaniel Phillips,3380000,2020-21
Ozan Kabak,3380000,2020-21
Ederson,3380000,2020-21
Davinson Sánchez,3380000,2020-21
Brandon Williams,3380000,2020-21
Timothy Castagne,3380000,2020-21
Jean Michaël Seri,3380000,2020-21
Raphinha,3302000,2020-21
Andrew Robertson,3120000,2020-21
Scott McTominay,3120000,2020-21
Danny Rose,3120000,2020-21
Phil Foden,3120000,2020-21
Daniel Podence,3120000,2020-21
Jan Bednarek,3120000,2020-21
Issa Diop,3120000,2020-21
Adrián,3120000,2020-21
Shane Long,3120000,2020-21
Aleksandar Mitrovic,3120000,2020-21
Scott Dann,3120000,2020-21
Cenk Tosun,3120000,2020-21
Ben Davies,3120000,2020-21
Ben Davies,3120000,2020-21
Ryan Bertrand,3120000,2020-21
Nathan Redmond,3120000,2020-21
Jarrod Bowen,3120000,2020-21
Declan Rice,3120000,2020-21
Connor Wickham,3120000,2020-21
Jannik Vestergaard,3120000,2020-21
Wes Morgan,3120000,2020-21
Tammy Abraham,3000000,2020-21
Jairo Riedewald,2860000,2020-21
Moussa Djenepo,2860000,2020-21
Edouard Mendy,2860000,2020-21
Demarai Gray,2860000,2020-21
Nampalys Mendy,2860000,2020-21
Saïd Benrahma,2860000,2020-21
Ben Mee,2860000,2020-21
Adama Traoré,2860000,2020-21
Conor Coady,2860000,2020-21
Danny Welbeck,2860000,2020-21
Ibrahima Diallo,2860000,2020-21
John McGinn,2860000,2020-21
Willy Boly,2860000,2020-21
Björn Engels,2860000,2020-21
Emil Krafth,2860000,2020-21
Kieran Gibbs,2860000,2020-21
Alphonse Areola,2860000,2020-21
James McArthur,2860000,2020-21
Patrick van Aanholt,2860000,2020-21
Andros Townsend,2860000,2020-21
Sergio Reguilón,2756000,2020-21
Trezeguet,2730000,2020-21
Joachim Andersen,2704000,2020-21
Gedson Fernandes,2640000,2020-21
Christian Fuchs,2600000,2020-21
Mohamed Elneny,2600000,2020-21
Gabriel Magalhães,2600000,2020-21
Phil Jagielka,2600000,2020-21
Aaron Cresswell,2600000,2020-21
Alireza Jahanbakhsh,2600000,2020-21
Stuart Armstrong,2600000,2020-21
Pascal Groß,2600000,2020-21
Jeffrey Schlupp,2600000,2020-21
Alex McCarthy,2600000,2020-21
Mark Noble,2600000,2020-21
James Tomkins,2600000,2020-21
Ben White,2600000,2020-21
Pedro Neto,2600000,2020-21
Chris Wood,2600000,2020-21
Jean-Philippe Mateta,2600000,2020-21
James McCarthy,2600000,2020-21
Kenny Tete,2600000,2020-21
Harry Winks,2600000,2020-21
Rúben Neves,2600000,2020-21
James Tarkowski,2600000,2020-21
Konstantinos Tsimikas,2600000,2020-21
Calum Chambers,2600000,2020-21
Ademola Lookman,2574000,2020-21
Erik Pieters,2500000,2020-21
Ferran Torres,2400000,2020-21
Jake Livermore,2392000,2020-21
Zack Steffen,2392000,2020-21
Callum Wilson,2392000,2020-21
Ayoze Pérez,2340000,2020-21
Caglar Söyüncü,2340000,2020-21
Willian José,2340000,2020-21
Marc Albrighton,2340000,2020-21
Matt Ritchie,2340000,2020-21
Divock Origi,2340000,2020-21
Craig Dawson,2340000,2020-21
Emiliano Martínez,2340000,2020-21
Eddie Nketiah,2340000,2020-21
José Izquierdo,2340000,2020-21
Joe Hart,2340000,2020-21
Jamal Lewis,2340000,2020-21
Fabri,2340000,2020-21
Morgan Sanson,2340000,2020-21
Daniel James,2340000,2020-21
James Ward-Prowse,2340000,2020-21
Davy Pröpper,2340000,2020-21
Keinan Davis,2340000,2020-21
Jack Stephens,2340000,2020-21
Joshua King,2340000,2020-21
Federico Fernández,2240000,2020-21
Miguel Almirón,2184000,2020-21
Ryan Fraser,2184000,2020-21
Ki-Jana Hoever,2100000,2020-21
Jamaal Lascelles,2080000,2020-21
Mario Lemina,2080000,2020-21
Martin Dubravka,2080000,2020-21
Henri Lansbury,2080000,2020-21
Trent Alexander-Arnold,2080000,2020-21
Fabián Balbuena,2080000,2020-21
Tyrick Mitchell,2080000,2020-21
Wayne Hennessey,2080000,2020-21
