name,annual_gross_gbp,season
Kevin De Bruyne,20800000,2024-25
Erling Haaland,19500000,2024-25
Mohamed Salah,18200000,2024-25
Casemiro,18200000,2024-25
Marcus Rashford,15600000,2024-25
Bernardo Silva,15600000,2024-25
Jack Grealish,15600000,2024-25
Bruno Fernandes,15600000,2024-25
Kai Havertz,14560000,2024-25
Gabriel Jesus,13780000,2024-25
Reece James,13000000,2024-25
Mason Mount,13000000,2024-25
John Stones,13000000,2024-25
Martin Ødegaard,12480000,2024-25
Declan Rice,12480000,2024-25
İlkay Gündoğan,11960000,2024-25
Phil Foden,11700000,2024-25
Rodri,11440000,2024-25
Virgil van Dijk,11440000,2024-25
Antony,10400000,2024-25
Josko Gvardiol,10400000,2024-25
Thomas Partey,10400000,2024-25
Ben Chilwell,10400000,2024-25
Wesley Fofana,10400000,2024-25
Bukayo Saka,10140000,2024-25
Christopher Nkunku,10140000,2024-25
Matthijs de Ligt,10140000,2024-25
Heung-min Son,9880000,2024-25
Harry Maguire,9880000,2024-25
William Saliba,9880000,2024-25
Enzo Fernández,9360000,2024-25
Gabriel Martinelli,9360000,2024-25
Rúben Dias,9360000,2024-25
Manuel Akanji,9360000,2024-25
Trent Alexander-Arnold,9360000,2024-25
Kyle Walker,9100000,2024-25
Marc Cucurella,9100000,2024-25
James Maddison,8840000,2024-25
João Félix,8840000,2024-25
Timo Werner,8580000,2024-25
Cristian Romero,8580000,2024-25
Raheem Sterling,8450000,2024-25
Raheem Sterling,8450000,2024-25
Pedro Neto,8320000,2024-25
Andrew Robertson,8320000,2024-25
Nathan Aké,8320000,2024-25
Bruno Guimarães,8320000,2024-25
Christian Eriksen,7800000,2024-25
Emiliano Martínez,7800000,2024-25
Federico Chiesa,7800000,2024-25
Jadon Sancho,7800000,2024-25
Joelinton,7800000,2024-25
Boubacar Kamara,7800000,2024-25
Ben White,7800000,2024-25
Lloyd Kelly,7800000,2024-25
Lucas Paquetá,7800000,2024-25
Luke Shaw,7800000,2024-25
Mateo Kovacic,7800000,2024-25
Anthony Gordon,7800000,2024-25
Moisés Caicedo,7800000,2024-25
Oleksandr Zinchenko,7800000,2024-25
Alisson,7800000,2024-25
Ryan Gravenberch,7800000,2024-25
Alexis Mac Allister,7800000,2024-25
Youri Tielemans,7800000,2024-25
Jarrod Bowen,7800000,2024-25
Kalvin Phillips,7800000,2024-25
Darwin Núñez,7280000,2024-25
Diogo Jota,7280000,2024-25
Amadou Onana,7280000,2024-25
Jamie Vardy,7280000,2024-25
Noussair Mazraoui,7020000,2024-25
Matheus Nunes,6760000,2024-25
Ollie Watkins,6760000,2024-25
Abdoulaye Doucouré,6760000,2024-25
Mikel Merino,6760000,2024-25
Cole Palmer,6760000,2024-25
Bernd Leno,6760000,2024-25
Danny Ings,6500000,2024-25
Jordan Pickford,6500000,2024-25
Lucas Digne,6240000,2024-25
Lisandro Martínez,6240000,2024-25
Kieran Trippier,6240000,2024-25
Dominik Szoboszlai,6240000,2024-25
Aaron Ramsdale,6240000,2024-25
Tosin Adarabioyo,6240000,2024-25
Sandro Tonali,6240000,2024-25
Alexander Isak,6240000,2024-25
Riccardo Calafiori,6240000,2024-25
Alphonse Areola,6240000,2024-25
André Onana,6240000,2024-25
Manuel Ugarte,6240000,2024-25
John McGinn,6240000,2024-25
Leon Bailey,6240000,2024-25
Victor Lindelöf,6240000,2024-25
Cody Gakpo,6240000,2024-25
Leny Yoro,5980000,2024-25
James Ward-Prowse,5980000,2024-25
Jorginho,5720000,2024-25
Dejan Kulusevski,5720000,2024-25
Kieran Tierney,5720000,2024-25
Joshua Zirkzee,5460000,2024-25
Nikola Milenković,5460000,2024-25
Daichi Kamada,5460000,2024-25
Diego Carlos,5200000,2024-25
Max Kilman,5200000,2024-25
Dean Henderson,5200000,2024-25
David Raya,5200000,2024-25
Gabriel Magalhães,5200000,2024-25
Levi Colwill,5200000,2024-25
Ian Maatsen,5200000,2024-25
Nicolas Jackson,5200000,2024-25
Reiss Nelson,5200000,2024-25
Raúl Jiménez,5200000,2024-25
Tyrone Mings,5200000,2024-25
Jadon Sancho,5200000,2024-25
Edson Álvarez,5200000,2024-25
Ederson,5200000,2024-25
Mykhailo Mudryk,5200000,2024-25
Eberechi Eze,5200000,2024-25
James Tarkowski,5200000,2024-25
Matt Targett,5200000,2024-25
Takehiro Tomiyasu,5200000,2024-25
Dominic Calvert-Lewin,5200000,2024-25
Pau Torres,5200000,2024-25
Carney Chukwuemeka,5200000,2024-25
Emerson,4940000,2024-25
Niclas Füllkrug,4680000,2024-25
Richarlison,4680000,2024-25
Sven Botman,4680000,2024-25
Jurrien Timber,4680000,2024-25
Joachim Andersen,4680000,2024-25
Odsonne Edouard,4680000,2024-25
Pablo Sarabia,4680000,2024-25
Mohammed Kudus,4680000,2024-25
Gonçalo Guedes,4680000,2024-25
Tomas Soucek,4680000,2024-25
Aaron Wan-Bissaka,4680000,2024-25
Jack Harrison,4680000,2024-25
Eddie Nketiah,4680000,2024-25
Dominic Solanke,4680000,2024-25
Harry Winks,4680000,2024-25
Leandro Trossard,4680000,2024-25
Benoît Badiashile,4680000,2024-25
Stefan Ortega Moreno,4680000,2024-25
Ferdi Kadıoğlu,4550000,2024-25
Rasmus Højlund,4420000,2024-25
Joe Gomez,4420000,2024-25
Radu Drăgușin,4420000,2024-25
Michail Antonio,4420000,2024-25
Evanilson,4420000,2024-25
Diogo Dalot,4420000,2024-25
Pedro Porro,4420000,2024-25
Ricardo Pereira,4160000,2024-25
Justin Kluivert,4160000,2024-25
Boubakary Soumaré,4160000,2024-25
Kaoru Mitoma,4160000,2024-25
Kiernan Dewsbury-Hall,4160000,2024-25
Lewis Dunk,4160000,2024-25
Ben Davies,4160000,2024-25
Michael Keane,4160000,2024-25
Morgan Gibbs-White,4160000,2024-25
Axel Disasi,4160000,2024-25
Idrissa Gueye,4160000,2024-25
Matty Cash,4160000,2024-25
Joe Willock,4160000,2024-25
Chris Wood,4160000,2024-25
Callum Hudson-Odoi,4160000,2024-25
Alex Iwobi,4160000,2024-25
Carlos Soler,4160000,2024-25
Harvey Barnes,4160000,2024-25
Nélson Semedo,4160000,2024-25
Rodrigo Bentancur,3900000,2024-25
Kepa Arrizabalaga,3900000,2024-25
Georginio Rutter,3900000,2024-25
Ezri Konsa,3900000,2024-25
Wilfred Ndidi,3900000,2024-25
Patson Daka,3900000,2024-25
Tyrell Malacia,3900000,2024-25
Konstantinos Tsimikas,3900000,2024-25
Fraser Forster,3900000,2024-25
Guido Rodríguez,3900000,2024-25
Conor Coady,3900000,2024-25
Archie Gray,3900000,2024-25
Guglielmo Vicario,3900000,2024-25
Destiny Udogie,3900000,2024-25
Kepa Arrizabalaga,3900000,2024-25
Jhon Durán,3900000,2024-25
Ibrahim Sangaré,3900000,2024-25
Emiliano Buendía,3900000,2024-25
Ryan Christie,3640000,2024-25
Pape Sarr,3640000,2024-25
Brennan Johnson,3640000,2024-25
Joe Aribo,3640000,2024-25
Jefferson Lerma,3640000,2024-25
Jan Bednarek,3640000,2024-25
Ibrahima Konaté,3640000,2024-25
Hee-chan Hwang,3640000,2024-25
Cheick Doucouré,3640000,2024-25
Aaron Hickey,3640000,2024-25
Ismaïla Sarr,3640000,2024-25
Issa Diop,3640000,2024-25
Jacob Ramsey,3640000,2024-25
Timothy Castagne,3380000,2024-25
Lukasz Fabianski,3380000,2024-25
Adama Traoré,3380000,2024-25
Jonny Evans,3380000,2024-25
Maxwel Cornet,3380000,2024-25
Luis Sinisterra,3380000,2024-25
Saša Lukić,3276000,2024-25
Mats Wieffer,3120000,2024-25
Lewis Cook,3120000,2024-25
Adam Armstrong,3120000,2024-25
Danny Welbeck,3120000,2024-25
Robert Sánchez,3120000,2024-25
Tyler Adams,3120000,2024-25
Miguel Almirón,3120000,2024-25
Matheus Cunha,3120000,2024-25
Jeffrey Schlupp,3120000,2024-25
Jannik Vestergaard,3120000,2024-25
James Milner,3120000,2024-25
Emile Smith Rowe,3120000,2024-25
Nick Pope,3120000,2024-25
Vitaliy Mykolenko,3016000,2024-25
Jakub Kiwior,3016000,2024-25
Yves Bissouma,2860000,2024-25
Emil Krafth,2860000,2024-25
Boubacar Traoré,2860000,2024-25
Luis Díaz,2860000,2024-25
Ben Mee,2860000,2024-25
Sander Berge,2860000,2024-25
Séamus Coleman,2860000,2024-25
Adam Webster,2860000,2024-25
Dan Burn,2860000,2024-25
Chris Richards,2860000,2024-25
Sergio Reguilón,2756000,2024-25
Wout Faes,2600000,2024-25
Neto,2600000,2024-25
Wataru Endo,2600000,2024-25
Neco Williams,2600000,2024-25
Ilya Zabarnyi,2600000,2024-25
Beto,2600000,2024-25
Harrison Reed,2600000,2024-25
Ryan Yates,2600000,2024-25
Djed Spence,2600000,2024-25
Solly March,2600000,2024-25
Maxence Lacroix,2600000,2024-25
Filip Jørgensen,2600000,2024-25
Will Hughes,2600000,2024-25
Tino Livramento,2600000,2024-25
Marc Guéhi,2600000,2024-25
Marc Guiu,2600000,2024-25
Marcos Senesi,2600000,2024-25
Brajan Gruda,2600000,2024-25
Alejandro Garnacho,2600000,2024-25
Pervis Estupiñán,2600000,2024-25
Konstantinos Mavropanos,2600000,2024-25
Orel Mangala,2600000,2024-25
Igor Thiago,2600000,2024-25
Antoine Semenyo,2600000,2024-25
Oliver Skipp,2600000,2024-25
Aaron Cresswell,2600000,2024-25
Antonee Robinson,2600000,2024-25
Robin Olsen,2600000,2024-25
Andreas Pereira,2600000,2024-25
Matt Doherty,2600000,2024-25
Odysseas Vlachodimos,2600000,2024-25
Sean Longstaff,2600000,2024-25
Joël Veltman,2600000,2024-25
Trevoh Chalobah,2600000,2024-25
Nathaniel Clyne,2600000,2024-25
Kenny Tete,2600000,2024-25
Mathias Jensen,2600000,2024-25
João Pedro,2600000,2024-25
David Brooks,2600000,2024-25
Taiwo Awoniyi,2600000,2024-25
Hamza Choudhury,2600000,2024-25
Jesper Lindstrøm,2600000,2024-25
Jérémy Doku,2600000,2024-25
Noni Madueke,2600000,2024-25
Oscar Bobb,2600000,2024-25
Matt O&#39;Riley,2600000,2024-25
Micky van de Ven,2600000,2024-25
Jean-Philippe Mateta,2600000,2024-25
Callum Wilson,2392000,2024-25
Lesley Ugochukwu,2340000,2024-25
Fabian Schär,2340000,2024-25
Rob Holding,2340000,2024-25
Bryan Mbeumo,2340000,2024-25
Roméo Lavia,2340000,2024-25
Craig Dawson,2340000,2024-25
Tom Heaton,2340000,2024-25
Ryan Sessegnon,2340000,2024-25
Daniel Muñoz,2340000,2024-25
Calvin Bassey,2340000,2024-25
Jack Stephens,2340000,2024-25
Igor,2340000,2024-25
Adam Lallana,2340000,2024-25
Philip Billing,2340000,2024-25
Malo Gusto,2340000,2024-25
Mario Lemina,2340000,2024-25
Iliman Ndiaye,2340000,2024-25
Kristoffer Ajer,2080000,2024-25
Elliot Anderson,2080000,2024-25
Emmanuel Dennis,2080000,2024-25
Tyrick Mitchell,2080000,2024-25
Fábio Carvalho,2080000,2024-25
Yankuba Minteh,2080000,2024-25
Sávio,2080000,2024-25
Ryan Fraser,2080000,2024-25
Jamaal Lascelles,2080000,2024-25
Matt Turner,2080000,2024-25
Armando Broja,2080000,2024-25
Alex McCarthy,2080000,2024-25
Martin Dubravka,2080000,2024-25
Willy Boly,2080000,2024-25
Adam Smith,2080000,2024-25
Yukinari Sugawara,2080000,2024-25
Alex Scott,2080000,2024-25
Harvey Elliott,2080000,2024-25
Ashley Young,2080000,2024-25
Ola Aina,2080000,2024-25
Sam Johnstone,2080000,2024-25
Carlos Vinícius,2080000,2024-25
Cameron Archer,2080000,2024-25
Matheus França,2080000,2024-25
José Sá,2080000,2024-25
Axel Tuanzebe,2080000,2024-25
Jaden Philogene-Bidace,2080000,2024-25
Danny Ward,2080000,2024-25
Kamaldeen Sulemana,2080000,2024-25
Harry Toffolo,1820000,2024-25
Bilal El Khannouss,1820000,2024-25
Tariq Lamptey,1820000,2024-25
Jake O&#39;Brien,1820000,2024-25
Adam Wharton,1820000,2024-25
Sasa Kalajdzic,1820000,2024-25
Matz Sels,1820000,2024-25
Max Aarons,1820000,2024-25
Jacob Murphy,1820000,2024-25
Marcus Tavernier,1820000,2024-25
Marcus Bettinelli,1820000,2024-25
Harry Wilson,1820000,2024-25
Nicolás Domínguez,1820000,2024-25
Jarrad Branthwaite,1820000,2024-25
Jean-Ricner Bellegarde,1820000,2024-25
Jens Cajuste,1820000,2024-25
Bart Verbruggen,1820000,2024-25
André Trindade,1820000,2024-25
Joel Ward,1820000,2024-25
Álex Moreno,1820000,2024-25
Ben Brereton,1820000,2024-25
Dango Ouattara,1820000,2024-25
Rico Henry,1820000,2024-25
Morato,1820000,2024-25
Christian Nørgaard,1820000,2024-25
Andrew Omobamidele,1820000,2024-25
Keane Lewis-Potter,1820000,2024-25
Bobby Reid,1820000,2024-25
Altay Bayındır,1820000,2024-25
Vladimír Coufal,1820000,2024-25
Danilo,1560000,2024-25
Crysencio Summerville,1560000,2024-25
Ramón Sosa,1560000,2024-25
Dean Huijsen,1560000,2024-25
Charlie Taylor,1560000,2024-25
Chadi Riad,1560000,2024-25
Ethan Pinnock,1560000,2024-25
Youssef Chermiti,1560000,2024-25
Vitaly Janelt,1560000,2024-25
Tom Cairney,1560000,2024-25
Scott Carson,1560000,2024-25
Santiago Bueno,1560000,2024-25
Samy Morsy,1560000,2024-25
Paul Onuachu,1560000,2024-25
Nathan Collins,1560000,2024-25
Murillo,1560000,2024-25
Milos Kerkez,1560000,2024-25
Mikkel Damsgaard,1560000,2024-25
Mark Flekken,1560000,2024-25
Asmir Begovic,1560000,2024-25
Ben Johnson,1560000,2024-25
Joshua Da Silva,1560000,2024-25
Jordan Ayew,1560000,2024-25
João Gomes,1560000,2024-25
Jarell Quansah,1560000,2024-25
Jan Paul van Hecke,1560000,2024-25
James Justin,1560000,2024-25
James Garner,1560000,2024-25
Flynn Downes,1560000,2024-25
Evan Ferguson,1560000,2024-25
Amad Diallo,1500000,2024-25
Nathan Patterson,1456000,2024-25
George Hirst,1430000,2024-25
Jacob Greaves,1300000,2024-25
Jota Silva,1300000,2024-25
Gustavo Nunes,1300000,2024-25
Victor Kristiansen,1300000,2024-25
Dara O&#39;Shea,1300000,2024-25
Toti Gomes,1300000,2024-25
Anthony Elanga,1300000,2024-25
Jack Clarke,1300000,2024-25
Rico Lewis,1300000,2024-25
Leif Davis,1300000,2024-25
Will Smallbone,1300000,2024-25
Wilson Odobert,1300000,2024-25
Luis Guilherme,1300000,2024-25
Rodrigo Gomes,1300000,2024-25
Caleb Okoli,1300000,2024-25
Facundo Buonanotte,1300000,2024-25
Yoane Wissa,1300000,2024-25
Renato Veiga,1300000,2024-25
Dwight McNeil,1300000,2024-25
Julián Araujo,1300000,2024-25
Chiedozie Ogbene,1300000,2024-25
Jorge Cuenca,1300000,2024-25
Sammie Szmodics,1300000,2024-25
Arijanet Muric,1300000,2024-25
Isaac Hayden,1144000,2024-25
Sepp van den Berg,1040000,2024-25
Mads Roerslev Rasmussen,1040000,2024-25
Kyle Walker-Peters,1040000,2024-25
Daniel Iversen,1040000,2024-25
Liam Delap,1040000,2024-25
Daniel Bentley,1040000,2024-25
Mark Travers,1040000,2024-25
Ross Stewart,1040000,2024-25
Gavin Bazunu,1040000,2024-25
Morgan Rogers,1040000,2024-25
Tim Iroegbunam,1040000,2024-25
Jean-Clair Todibo,1040000,2024-25
Jason Steele,1040000,2024-25
Kosta Nedeljkovic,1040000,2024-25
Kobbie Mainoo,1040000,2024-25
William Osula,1040000,2024-25
Carlos Forbs,1040000,2024-25
Mateus Fernandes,1040000,2024-25
Christian Walton,1040000,2024-25
Conor Townsend,780000,2024-25
Conor Chaplin,780000,2024-25
Samuel Edozie,780000,2024-25
James McAtee,780000,2024-25
Jayden Meghoma,780000,2024-25
Ryan Manning,780000,2024-25
Ronnie Edwards,780000,2024-25
Brandon Austin,780000,2024-25
Jørgen Strand Larsen,780000,2024-25
Enes Ünal,780000,2024-25
Juan Larios,780000,2024-25
Kasey McAteer,780000,2024-25
Wes Foderingham,780000,2024-25
Pedro Lima,780000,2024-25
Nathan Wood,780000,2024-25
Curtis Jones,780000,2024-25
Lucas Bergvall,780000,2024-25
Yunus Emre Konak,780000,2024-25
Luke Thomas,780000,2024-25
Armel Bella-Kotchap,780000,2024-25
Carlos Miguel,780000,2024-25
Luke Cundle,780000,2024-25
Carlos Baleba,650000,2024-25
Simon Adingra,650000,2024-25
Enso González,650000,2024-25
Conor Bradley,520000,2024-25
Mark Gillespie,520000,2024-25
Julio Enciso,520000,2024-25
Jakub Moder,520000,2024-25
Steven Benda,520000,2024-25
Joe Lumley,520000,2024-25
Joe Gauci,520000,2024-25
Stephy Mavididi,520000,2024-25
Jack Hinshelwood,520000,2024-25
Jack Taylor,520000,2024-25
Mads Hermansen,520000,2024-25
Kortney Hause,520000,2024-25
Caoimhín Kelleher,520000,2024-25
Rayan Aït-Nouri,520000,2024-25
Hákon Rafn Valdimarsson,520000,2024-25
Jakub Stolarczyk,520000,2024-25
Tom King,520000,2024-25
James Bree,520000,2024-25
Harry Clarke,520000,2024-25
Tommy Doyle,520000,2024-25
Massimo Luongo,520000,2024-25
Ali Al-Hamadi,520000,2024-25
Issahaku Fatawu,520000,2024-25
Kevin Schade,520000,2024-25
Wes Burns,520000,2024-25
Michael Golding,416000,2024-25
Yasin Ayari,416000,2024-25
Eric da Silva Moreira,416000,2024-25
Cameron Burgess,416000,2024-25
John Ruddy,416000,2024-25
Lamare Bogarde,416000,2024-25
Bastien Meupiyou,416000,2024-25
Yerson Mosquera,416000,2024-25
Cesare Casadei,390000,2024-25
Taylor Harwood-Bellis,390000,2024-25
João Virgínia,390000,2024-25
Luke Woolfenden,390000,2024-25
Rodrigo Muniz,390000,2024-25
Lucas Bergström,390000,2024-25
Alfie Whiteman,390000,2024-25
Remi Matthews,390000,2024-25
Josh Wilson-Esbrand,364000,2024-25
Vitezslav Jaros,364000,2024-25
Matthew Cox,364000,2024-25
Lewis Hall,364000,2024-25
Nathan Broadhead,312000,2024-25
Omari Hutchinson,312000,2024-25
Louie Moulden,260000,2024-25
Toby Collyer,260000,2024-25
Ed Turns,260000,2024-25
Andy Irving,260000,2024-25
James Hill,260000,2024-25
Garang Kuol,260000,2024-25
Tyler Dibling,260000,2024-25
Ji-soo Kim,260000,2024-25
Yegor Yarmolyuk,260000,2024-25
Lewis Miley,260000,2024-25
Daniel Gore,260000,2024-25
Samuel Amo-Ameyaw,260000,2024-25
Imari Samuels,156000,2024-25
Paris Maghoma,156000,2024-25
Zach Abbott,156000,2024-25
Alex Murphy,156000,2024-25
Cieran Slicker,156000,2024-25
Killian Cahill,156000,2024-25
Ryan Trevitt,130000,2024-25
Will Dennis,104000,2024-25
Kevin De Bruyne,20800000,2023-24
Erling Haaland,19500000,2023-24
Casemiro,18200000,2023-24
Mohamed Salah,18200000,2023-24
Raphaël Varane,17680000,2023-24
Raheem Sterling,16900000,2023-24
Bernardo Silva,15600000,2023-24
Jack Grealish,15600000,2023-24
Marcus Rashford,15600000,2023-24
Kai Havertz,14560000,2023-24
Gabriel Jesus,13780000,2023-24
John Stones,13000000,2023-24
Anthony Martial,13000000,2023-24
Mason Mount,13000000,2023-24
Reece James,13000000,2023-24
Declan Rice,12480000,2023-24
Bruno Fernandes,12480000,2023-24
Martin Ødegaard,12480000,2023-24
Phil Foden,11700000,2023-24
Virgil van Dijk,11440000,2023-24
Rodri,11440000,2023-24
Josko Gvardiol,10400000,2023-24
Ben Chilwell,10400000,2023-24
Thiago,10400000,2023-24
Thomas Partey,10400000,2023-24
Wesley Fofana,10400000,2023-24
Antony,10400000,2023-24
Christopher Nkunku,10140000,2023-24
Bukayo Saka,10140000,2023-24
Jadon Sancho,10140000,2023-24
William Saliba,9880000,2023-24
Heung-min Son,9880000,2023-24
Harry Maguire,9880000,2023-24
Enzo Fernández,9360000,2023-24
Ivan Perisic,9360000,2023-24
Manuel Akanji,9360000,2023-24
Gabriel Martinelli,9360000,2023-24
Trent Alexander-Arnold,9360000,2023-24
Rúben Dias,9360000,2023-24
Kyle Walker,9100000,2023-24
Marc Cucurella,9100000,2023-24
James Maddison,8840000,2023-24
Cristian Romero,8580000,2023-24
Timo Werner,8580000,2023-24
Ansu Fati,8320000,2023-24
Nathan Aké,8320000,2023-24
Andrew Robertson,8320000,2023-24
Bruno Guimarães,8320000,2023-24
Jarrod Bowen,7800000,2023-24
Joelinton,7800000,2023-24
Luke Shaw,7800000,2023-24
Christian Eriksen,7800000,2023-24
Mateo Kovacic,7800000,2023-24
Ryan Gravenberch,7800000,2023-24
Alisson,7800000,2023-24
Alexis Mac Allister,7800000,2023-24
Moisés Caicedo,7800000,2023-24
Kalvin Phillips,7800000,2023-24
Youri Tielemans,7800000,2023-24
Clément Lenglet,7800000,2023-24
Ben White,7800000,2023-24
Lucas Paquetá,7800000,2023-24
Oleksandr Zinchenko,7800000,2023-24
Boubacar Kamara,7800000,2023-24
Diogo Jota,7280000,2023-24
Darwin Núñez,7280000,2023-24
Moussa Diaby,6760000,2023-24
Abdoulaye Doucouré,6760000,2023-24
Bernd Leno,6760000,2023-24
Matheus Nunes,6760000,2023-24
Ollie Watkins,6760000,2023-24
Danny Ings,6500000,2023-24
Jordan Pickford,6500000,2023-24
Kurt Zouma,6500000,2023-24
Emiliano Martínez,6240000,2023-24
Alphonse Areola,6240000,2023-24
Lucas Digne,6240000,2023-24
Malang Sarr,6240000,2023-24
Kieran Trippier,6240000,2023-24
Lisandro Martínez,6240000,2023-24
Alexander Isak,6240000,2023-24
André Onana,6240000,2023-24
John McGinn,6240000,2023-24
Aaron Ramsdale,6240000,2023-24
Leon Bailey,6240000,2023-24
Victor Lindelöf,6240000,2023-24
Cody Gakpo,6240000,2023-24
Dominik Szoboszlai,6240000,2023-24
Divock Origi,6240000,2023-24
James Ward-Prowse,5980000,2023-24
André Gomes,5840000,2023-24
Jorginho,5720000,2023-24
Dejan Kulusevski,5720000,2023-24
Thiago Silva,5720000,2023-24
Matt Targett,5200000,2023-24
Reiss Nelson,5200000,2023-24
Takehiro Tomiyasu,5200000,2023-24
Diego Carlos,5200000,2023-24
Pierre-Emile Højbjerg,5200000,2023-24
Pau Torres,5200000,2023-24
Raúl Jiménez,5200000,2023-24
Mykhailo Mudryk,5200000,2023-24
Michael Olise,5200000,2023-24
Hugo Lloris,5200000,2023-24
Levi Colwill,5200000,2023-24
James Tarkowski,5200000,2023-24
Edson Álvarez,5200000,2023-24
Eddie Nketiah,5200000,2023-24
Eberechi Eze,5200000,2023-24
Dean Henderson,5200000,2023-24
Carney Chukwuemeka,5200000,2023-24
Joel Matip,5200000,2023-24
Gabriel Magalhães,5200000,2023-24
Dominic Calvert-Lewin,5200000,2023-24
Dele Alli,5200000,2023-24
Ederson,5200000,2023-24
Amadou Onana,5200000,2023-24
Tyrone Mings,5200000,2023-24
Julián Álvarez,5200000,2023-24
Emerson,4940000,2023-24
Jurrien Timber,4680000,2023-24
Mohammed Kudus,4680000,2023-24
Jack Harrison,4680000,2023-24
Aaron Wan-Bissaka,4680000,2023-24
Stefan Ortega Moreno,4680000,2023-24
Donny van de Beek,4680000,2023-24
Willian,4680000,2023-24
Leandro Trossard,4680000,2023-24
Sven Botman,4680000,2023-24
Pablo Sarabia,4680000,2023-24
Adam Lallana,4680000,2023-24
Odsonne Edouard,4680000,2023-24
Richarlison,4680000,2023-24
Tomas Soucek,4680000,2023-24
Benoît Badiashile,4680000,2023-24
Joe Gomez,4420000,2023-24
Radu Drăgușin,4420000,2023-24
David Raya,4420000,2023-24
Rasmus Højlund,4420000,2023-24
Pedro Porro,4420000,2023-24
Diogo Dalot,4420000,2023-24
Michail Antonio,4420000,2023-24
Eric Dier,4420000,2023-24
Michael Keane,4160000,2023-24
Ben Davies,4160000,2023-24
Justin Kluivert,4160000,2023-24
Morgan Gibbs-White,4160000,2023-24
Felipe,4160000,2023-24
Kaoru Mitoma,4160000,2023-24
Chris Wood,4160000,2023-24
Joe Willock,4160000,2023-24
Harvey Barnes,4160000,2023-24
Matty Cash,4160000,2023-24
Nélson Semedo,4160000,2023-24
Thilo Kehrer,4160000,2023-24
Lewis Dunk,4160000,2023-24
João Palhinha,4160000,2023-24
Fábio Silva,4160000,2023-24
Idrissa Gueye,4160000,2023-24
Axel Disasi,4160000,2023-24
Cole Palmer,4160000,2023-24
Joachim Andersen,4160000,2023-24
Alex Iwobi,4160000,2023-24
Callum Hudson-Odoi,4160000,2023-24
Bertrand Traoré,4050000,2023-24
Ben Godfrey,3900000,2023-24
Douglas Luiz,3900000,2023-24
Ibrahim Sangaré,3900000,2023-24
Konstantinos Tsimikas,3900000,2023-24
Rodrigo Bentancur,3900000,2023-24
Cédric Soares,3900000,2023-24
Destiny Udogie,3900000,2023-24
Guglielmo Vicario,3900000,2023-24
Ezri Konsa,3900000,2023-24
Fraser Forster,3900000,2023-24
Emiliano Buendía,3900000,2023-24
Tyrell Malacia,3900000,2023-24
Cheick Doucouré,3640000,2023-24
Giovani Lo Celso,3640000,2023-24
Jefferson Lerma,3640000,2023-24
Brennan Johnson,3640000,2023-24
Mason Holgate,3640000,2023-24
Jacob Ramsey,3640000,2023-24
Issa Diop,3640000,2023-24
Angelo Ogbonna,3640000,2023-24
Dominic Solanke,3640000,2023-24
Pape Sarr,3640000,2023-24
Ryan Christie,3640000,2023-24
Hee-chan Hwang,3640000,2023-24
Aaron Hickey,3640000,2023-24
Ibrahima Konaté,3640000,2023-24
Maxwel Cornet,3380000,2023-24
Jonny Evans,3380000,2023-24
Luis Sinisterra,3380000,2023-24
Adama Traoré,3380000,2023-24
Pascal Groß,3380000,2023-24
Lukasz Fabianski,3380000,2023-24
Sofyan Amrabat,3380000,2023-24
Pablo Fornals,3380000,2023-24
Timothy Castagne,3380000,2023-24
Nicolas Jackson,3380000,2023-24
Sasa Lukic,3276000,2023-24
Adrián,3120000,2023-24
Matheus Cunha,3120000,2023-24
Anthony Gordon,3120000,2023-24
Tyler Adams,3120000,2023-24
Nicolò Zaniolo,3120000,2023-24
Danny Welbeck,3120000,2023-24
Manor Solomon,3120000,2023-24
Jeffrey Schlupp,3120000,2023-24
Daniel Podence,3120000,2023-24
James Milner,3120000,2023-24
Scott McTominay,3120000,2023-24
Nick Pope,3120000,2023-24
Miguel Almirón,3120000,2023-24
Robert Sánchez,3120000,2023-24
Jakub Kiwior,3016000,2023-24
Vitaliy Mykolenko,3016000,2023-24
Seamus Coleman,2860000,2023-24
Ryan Sessegnon,2860000,2023-24
Saïd Benrahma,2860000,2023-24
Mohamed Elneny,2860000,2023-24
Yves Bissouma,2860000,2023-24
Luis Díaz,2860000,2023-24
Adam Webster,2860000,2023-24
Jairo Riedewald,2860000,2023-24
Ben Mee,2860000,2023-24
Chris Richards,2860000,2023-24
Dan Burn,2860000,2023-24
Boubacar Traoré,2860000,2023-24
Emil Krafth,2860000,2023-24
Mahmoud Dahoud,2860000,2023-24
Sergio Reguilón,2756000,2023-24
Sergio Reguilón,2756000,2023-24
Arnaut Danjuma,2730000,2023-24
David Brooks,2600000,2023-24
Neto,2600000,2023-24
Mathias Jensen,2600000,2023-24
Neal Maupay,2600000,2023-24
João Pedro,2600000,2023-24
Joël Veltman,2600000,2023-24
Pervis Estupiñán,2600000,2023-24
Solly March,2600000,2023-24
Conor Gallagher,2600000,2023-24
Noni Madueke,2600000,2023-24
Trevoh Chalobah,2600000,2023-24
James Tomkins,2600000,2023-24
Jean-Philippe Mateta,2600000,2023-24
Marc Guéhi,2600000,2023-24
Nathaniel Clyne,2600000,2023-24
Beto,2600000,2023-24
Marcos Senesi,2600000,2023-24
Robin Olsen,2600000,2023-24
Calum Chambers,2600000,2023-24
